lux,waktu,esi,status,jarak
154.5,87.0,0.9,MULAI LELAH,Jauh (>70 cm)
161.0,87.0,0.93,MULAI LELAH,Jauh (>70 cm)
166.9,87.0,0.97,MULAI LELAH,Jauh (>70 cm)
174.1,87.0,1.01,LELAH,Jauh (>70 cm)
181.3,87.0,1.05,LELAH,Jauh (>70 cm)
187.9,87.0,1.09,LELAH,Jauh (>70 cm)
194.2,87.0,1.13,LELAH,Jauh (>70 cm)
200.0,88.0,1.17,LELAH,Sedang (30–70 cm)
205.3,88.0,1.2,LELAH,Sedang (30–70 cm)
210.4,88.0,1.23,LELAH,Sedang (30–70 cm)
215.2,88.0,1.26,LELAH,Sedang (30–70 cm)
219.7,88.0,1.29,LELAH,Sedang (30–70 cm)
224.0,88.0,1.31,LELAH,Sedang (30–70 cm)
228.1,88.0,1.34,LELAH,Sedang (30–70 cm)
231.9,88.0,1.36,LELAH,Sedang (30–70 cm)
235.5,88.0,1.38,LELAH,Sedang (30–70 cm)
239.2,88.0,1.4,LELAH,Sedang (30–70 cm)
242.8,88.0,1.42,LELAH,Sedang (30–70 cm)
246.2,88.0,1.44,LELAH,Sedang (30–70 cm)
249.7,88.0,1.46,LELAH,Sedang (30–70 cm)
253.6,89.0,1.5,LELAH,Sedang (30–70 cm)
257.3,89.0,1.53,LELAH,Sedang (30–70 cm)
261.8,89.0,1.55,LELAH,Sedang (30–70 cm)
267.2,89.0,1.59,LELAH,Sedang (30–70 cm)
272.2,89.0,1.62,LELAH,Sedang (30–70 cm)
278.3,89.0,1.65,LELAH,Sedang (30–70 cm)
285.1,89.0,1.69,LELAH,Sedang (30–70 cm)
291.3,89.0,1.73,LELAH,Sedang (30–70 cm)
299.6,89.0,1.78,LELAH,Sedang (30–70 cm)
310.3,89.0,1.84,LELAH,Sedang (30–70 cm)
321.4,89.0,1.91,LELAH,Sedang (30–70 cm)
331.6,89.0,1.97,LELAH,Sedang (30–70 cm)
341.3,89.0,2.03,SANGAT LELAH,Sedang (30–70 cm)
350.3,90.0,2.1,SANGAT LELAH,Sedang (30–70 cm)
358.6,90.0,2.15,SANGAT LELAH,Sedang (30–70 cm)
366.3,90.0,2.2,SANGAT LELAH,Sedang (30–70 cm)
373.2,90.0,2.24,SANGAT LELAH,Sedang (30–70 cm)
379.4,90.0,2.28,SANGAT LELAH,Sedang (30–70 cm)
385.1,90.0,2.31,SANGAT LELAH,Sedang (30–70 cm)
390.0,90.0,2.34,SANGAT LELAH,Sedang (30–70 cm)
394.1,90.0,2.36,SANGAT LELAH,Sedang (30–70 cm)
397.3,90.0,2.38,SANGAT LELAH,Sedang (30–70 cm)
398.9,90.0,2.39,SANGAT LELAH,Sedang (30–70 cm)
400.3,90.0,2.4,SANGAT LELAH,Sedang (30–70 cm)
399.5,90.0,2.4,SANGAT LELAH,Sedang (30–70 cm)
396.1,91.0,2.4,SANGAT LELAH,Sedang (30–70 cm)
389.3,91.0,2.36,SANGAT LELAH,Sedang (30–70 cm)
383.1,91.0,2.32,SANGAT LELAH,Sedang (30–70 cm)
374.6,91.0,2.27,SANGAT LELAH,Sedang (30–70 cm)
364.8,91.0,2.21,SANGAT LELAH,Sedang (30–70 cm)
354.5,91.0,2.15,SANGAT LELAH,Sedang (30–70 cm)
344.9,91.0,2.09,SANGAT LELAH,Sedang (30–70 cm)
335.2,91.0,2.03,SANGAT LELAH,Sedang (30–70 cm)
325.5,91.0,1.97,LELAH,Sedang (30–70 cm)
315.7,91.0,1.91,LELAH,Sedang (30–70 cm)
306.6,91.0,1.86,LELAH,Sedang (30–70 cm)
297.8,91.0,1.81,LELAH,Sedang (30–70 cm)
289.4,92.0,1.77,LELAH,Sedang (30–70 cm)
281.6,92.0,1.73,LELAH,Sedang (30–70 cm)
274.1,92.0,1.68,LELAH,Sedang (30–70 cm)
267.0,92.0,1.64,LELAH,Sedang (30–70 cm)
260.4,92.0,1.6,LELAH,Sedang (30–70 cm)
254.1,92.0,1.56,LELAH,Sedang (30–70 cm)
248.2,92.0,1.52,LELAH,Sedang (30–70 cm)
242.7,92.0,1.49,LELAH,Sedang (30–70 cm)
237.7,92.0,1.46,LELAH,Sedang (30–70 cm)
232.9,92.0,1.43,LELAH,Sedang (30–70 cm)
228.1,92.0,1.4,LELAH,Sedang (30–70 cm)
223.7,92.0,1.37,LELAH,Sedang (30–70 cm)
219.5,92.0,1.35,LELAH,Sedang (30–70 cm)
215.1,93.0,1.33,LELAH,Sedang (30–70 cm)
211.0,93.0,1.31,LELAH,Sedang (30–70 cm)
206.5,93.0,1.28,LELAH,Sedang (30–70 cm)
201.8,93.0,1.25,LELAH,Sedang (30–70 cm)
197.5,93.0,1.22,LELAH,Jauh (>70 cm)
192.8,93.0,1.2,LELAH,Jauh (>70 cm)
188.0,93.0,1.17,LELAH,Jauh (>70 cm)
183.5,93.0,1.14,LELAH,Jauh (>70 cm)
179.1,93.0,1.11,LELAH,Jauh (>70 cm)
174.6,93.0,1.08,LELAH,Jauh (>70 cm)
170.5,93.0,1.06,LELAH,Jauh (>70 cm)
166.5,93.0,1.03,LELAH,Jauh (>70 cm)
162.8,93.0,1.01,LELAH,Jauh (>70 cm)
159.4,94.0,1.0,MULAI LELAH,Jauh (>70 cm)
156.2,94.0,0.98,MULAI LELAH,Jauh (>70 cm)
153.3,94.0,0.96,MULAI LELAH,Jauh (>70 cm)
150.7,94.0,0.94,MULAI LELAH,Jauh (>70 cm)
148.2,94.0,0.93,MULAI LELAH,Jauh (>70 cm)
146.0,94.0,0.91,MULAI LELAH,Jauh (>70 cm)
143.9,94.0,0.9,MULAI LELAH,Jauh (>70 cm)
142.0,94.0,0.89,MULAI LELAH,Jauh (>70 cm)
140.2,94.0,0.88,MULAI LELAH,Jauh (>70 cm)
138.7,94.0,0.87,MULAI LELAH,Jauh (>70 cm)
137.2,94.0,0.86,MULAI LELAH,Jauh (>70 cm)
135.9,94.0,0.85,MULAI LELAH,Jauh (>70 cm)
134.6,94.0,0.84,MULAI LELAH,Jauh (>70 cm)
133.5,95.0,0.85,MULAI LELAH,Jauh (>70 cm)
132.5,95.0,0.84,MULAI LELAH,Jauh (>70 cm)
131.3,95.0,0.83,MULAI LELAH,Jauh (>70 cm)
130.2,95.0,0.82,MULAI LELAH,Jauh (>70 cm)
128.5,95.0,0.81,MULAI LELAH,Jauh (>70 cm)
126.6,95.0,0.8,MULAI LELAH,Jauh (>70 cm)
124.8,95.0,0.79,MULAI LELAH,Jauh (>70 cm)
122.8,95.0,0.78,MULAI LELAH,Jauh (>70 cm)
121.0,95.0,0.77,MULAI LELAH,Jauh (>70 cm)
119.3,95.0,0.76,MULAI LELAH,Jauh (>70 cm)
117.7,95.0,0.75,MULAI LELAH,Jauh (>70 cm)
116.5,95.0,0.74,MULAI LELAH,Jauh (>70 cm)
115.5,95.0,0.73,MULAI LELAH,Jauh (>70 cm)
114.6,96.0,0.73,MULAI LELAH,Jauh (>70 cm)
113.8,96.0,0.73,MULAI LELAH,Jauh (>70 cm)
113.0,96.0,0.72,MULAI LELAH,Jauh (>70 cm)
112.3,96.0,0.72,MULAI LELAH,Jauh (>70 cm)
111.7,96.0,0.71,MULAI LELAH,Jauh (>70 cm)
111.1,96.0,0.71,MULAI LELAH,Jauh (>70 cm)
110.6,96.0,0.71,MULAI LELAH,Jauh (>70 cm)
110.3,96.0,0.71,MULAI LELAH,Jauh (>70 cm)
109.9,96.0,0.7,MULAI LELAH,Jauh (>70 cm)
109.6,96.0,0.7,MULAI LELAH,Jauh (>70 cm)
109.3,96.0,0.7,MULAI LELAH,Jauh (>70 cm)
109.0,96.0,0.7,MULAI LELAH,Jauh (>70 cm)
108.7,96.0,0.7,MULAI LELAH,Jauh (>70 cm)
108.4,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
108.1,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
107.9,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
107.6,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
107.6,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
107.5,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
107.5,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
107.5,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
107.9,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
108.8,97.0,0.7,MULAI LELAH,Jauh (>70 cm)
109.6,97.0,0.71,MULAI LELAH,Jauh (>70 cm)
111.0,97.0,0.72,MULAI LELAH,Jauh (>70 cm)
112.9,97.0,0.73,MULAI LELAH,Jauh (>70 cm)
114.6,98.0,0.75,MULAI LELAH,Jauh (>70 cm)
116.2,98.0,0.76,MULAI LELAH,Jauh (>70 cm)
118.0,98.0,0.77,MULAI LELAH,Jauh (>70 cm)
119.6,98.0,0.78,MULAI LELAH,Jauh (>70 cm)
122.1,98.0,0.8,MULAI LELAH,Jauh (>70 cm)
125.1,98.0,0.82,MULAI LELAH,Jauh (>70 cm)
128.7,98.0,0.84,MULAI LELAH,Jauh (>70 cm)
132.1,98.0,0.86,MULAI LELAH,Jauh (>70 cm)
136.1,98.0,0.89,MULAI LELAH,Jauh (>70 cm)
140.5,98.0,0.92,MULAI LELAH,Jauh (>70 cm)
144.5,98.0,0.94,MULAI LELAH,Jauh (>70 cm)
149.1,98.0,0.97,MULAI LELAH,Jauh (>70 cm)
154.9,98.0,1.01,LELAH,Jauh (>70 cm)
160.2,99.0,1.06,LELAH,Jauh (>70 cm)
167.0,99.0,1.1,LELAH,Jauh (>70 cm)
174.2,99.0,1.15,LELAH,Jauh (>70 cm)
180.9,99.0,1.19,LELAH,Jauh (>70 cm)
188.0,99.0,1.24,LELAH,Jauh (>70 cm)
195.7,99.0,1.29,LELAH,Jauh (>70 cm)
202.7,99.0,1.34,LELAH,Sedang (30–70 cm)
209.8,99.0,1.38,LELAH,Sedang (30–70 cm)
216.1,99.0,1.43,LELAH,Sedang (30–70 cm)
221.9,99.0,1.46,LELAH,Sedang (30–70 cm)
227.1,99.0,1.5,LELAH,Sedang (30–70 cm)
232.0,99.0,1.53,LELAH,Sedang (30–70 cm)
236.5,99.0,1.56,LELAH,Sedang (30–70 cm)
241.3,100.0,1.61,LELAH,Sedang (30–70 cm)
246.6,100.0,1.64,LELAH,Sedang (30–70 cm)
252.0,100.0,1.68,LELAH,Sedang (30–70 cm)
256.9,100.0,1.71,LELAH,Sedang (30–70 cm)
262.7,100.0,1.75,LELAH,Sedang (30–70 cm)
270.4,100.0,1.8,LELAH,Sedang (30–70 cm)
277.5,100.0,1.85,LELAH,Sedang (30–70 cm)
288.6,100.0,1.92,LELAH,Sedang (30–70 cm)
303.4,100.0,2.02,SANGAT LELAH,Sedang (30–70 cm)
318.4,100.0,2.12,SANGAT LELAH,Sedang (30–70 cm)
332.8,100.0,2.22,SANGAT LELAH,Sedang (30–70 cm)
347.5,100.0,2.32,SANGAT LELAH,Sedang (30–70 cm)
361.5,101.0,2.43,SANGAT LELAH,Sedang (30–70 cm)
373.8,101.0,2.52,SANGAT LELAH,Sedang (30–70 cm)
385.1,101.0,2.59,SANGAT LELAH,Sedang (30–70 cm)
395.1,101.0,2.66,SANGAT LELAH,Sedang (30–70 cm)
405.2,101.0,2.73,SANGAT LELAH,Sedang (30–70 cm)
414.1,101.0,2.79,SANGAT LELAH,Sedang (30–70 cm)
422.3,101.0,2.84,SANGAT LELAH,Sedang (30–70 cm)
430.1,101.0,2.9,SANGAT LELAH,Sedang (30–70 cm)
436.7,101.0,2.94,SANGAT LELAH,Sedang (30–70 cm)
438.9,101.0,2.96,SANGAT LELAH,Sedang (30–70 cm)
440.9,101.0,2.97,SANGAT LELAH,Sedang (30–70 cm)
438.6,102.0,2.98,SANGAT LELAH,Sedang (30–70 cm)
432.9,102.0,2.94,SANGAT LELAH,Sedang (30–70 cm)
424.6,102.0,2.89,SANGAT LELAH,Sedang (30–70 cm)
416.4,102.0,2.83,SANGAT LELAH,Sedang (30–70 cm)
406.6,102.0,2.76,SANGAT LELAH,Sedang (30–70 cm)
395.1,102.0,2.69,SANGAT LELAH,Sedang (30–70 cm)
382.7,102.0,2.6,SANGAT LELAH,Sedang (30–70 cm)
370.1,102.0,2.52,SANGAT LELAH,Sedang (30–70 cm)
358.5,102.0,2.44,SANGAT LELAH,Sedang (30–70 cm)
347.1,102.0,2.36,SANGAT LELAH,Sedang (30–70 cm)
336.2,102.0,2.29,SANGAT LELAH,Sedang (30–70 cm)
325.7,103.0,2.24,SANGAT LELAH,Sedang (30–70 cm)
316.1,103.0,2.17,SANGAT LELAH,Sedang (30–70 cm)
306.8,103.0,2.11,SANGAT LELAH,Sedang (30–70 cm)
298.2,103.0,2.05,SANGAT LELAH,Sedang (30–70 cm)
290.3,103.0,1.99,LELAH,Sedang (30–70 cm)
283.1,103.0,1.94,LELAH,Sedang (30–70 cm)
276.5,103.0,1.9,LELAH,Sedang (30–70 cm)
270.2,103.0,1.86,LELAH,Sedang (30–70 cm)
264.5,103.0,1.82,LELAH,Sedang (30–70 cm)
259.0,103.0,1.78,LELAH,Sedang (30–70 cm)
253.5,103.0,1.74,LELAH,Sedang (30–70 cm)
248.1,103.0,1.7,LELAH,Sedang (30–70 cm)
243.1,104.0,1.69,LELAH,Sedang (30–70 cm)
237.8,104.0,1.65,LELAH,Sedang (30–70 cm)
232.1,104.0,1.61,LELAH,Sedang (30–70 cm)
226.9,104.0,1.57,LELAH,Sedang (30–70 cm)
221.2,104.0,1.53,LELAH,Sedang (30–70 cm)
215.2,104.0,1.49,LELAH,Sedang (30–70 cm)
209.2,104.0,1.45,LELAH,Sedang (30–70 cm)
203.6,104.0,1.41,LELAH,Sedang (30–70 cm)
198.1,104.0,1.37,LELAH,Jauh (>70 cm)
192.6,104.0,1.34,LELAH,Jauh (>70 cm)
187.6,104.0,1.3,LELAH,Jauh (>70 cm)
182.5,104.0,1.27,LELAH,Jauh (>70 cm)
177.7,104.0,1.23,LELAH,Jauh (>70 cm)
173.3,105.0,1.21,LELAH,Jauh (>70 cm)
169.1,105.0,1.18,LELAH,Jauh (>70 cm)
165.3,105.0,1.16,LELAH,Jauh (>70 cm)
161.7,105.0,1.13,LELAH,Jauh (>70 cm)
158.4,105.0,1.11,LELAH,Jauh (>70 cm)
155.4,105.0,1.09,LELAH,Jauh (>70 cm)
152.7,105.0,1.07,LELAH,Jauh (>70 cm)
150.0,105.0,1.05,LELAH,Jauh (>70 cm)
147.6,105.0,1.03,LELAH,Jauh (>70 cm)
145.4,105.0,1.02,LELAH,Jauh (>70 cm)
143.1,105.0,1.0,LELAH,Jauh (>70 cm)
141.0,105.0,0.99,MULAI LELAH,Jauh (>70 cm)
138.8,105.0,0.97,MULAI LELAH,Jauh (>70 cm)
136.4,106.0,0.96,MULAI LELAH,Jauh (>70 cm)
134.2,106.0,0.95,MULAI LELAH,Jauh (>70 cm)
131.9,106.0,0.93,MULAI LELAH,Jauh (>70 cm)
129.6,106.0,0.92,MULAI LELAH,Jauh (>70 cm)
127.7,106.0,0.9,MULAI LELAH,Jauh (>70 cm)
126.0,106.0,0.89,MULAI LELAH,Jauh (>70 cm)
124.4,106.0,0.88,MULAI LELAH,Jauh (>70 cm)
122.8,106.0,0.87,MULAI LELAH,Jauh (>70 cm)
121.4,106.0,0.86,MULAI LELAH,Jauh (>70 cm)
120.1,106.0,0.85,MULAI LELAH,Jauh (>70 cm)
118.8,106.0,0.84,MULAI LELAH,Jauh (>70 cm)
117.6,106.0,0.83,MULAI LELAH,Jauh (>70 cm)
116.3,107.0,0.83,MULAI LELAH,Jauh (>70 cm)
114.9,107.0,0.82,MULAI LELAH,Jauh (>70 cm)
113.4,107.0,0.81,MULAI LELAH,Jauh (>70 cm)
112.0,107.0,0.8,MULAI LELAH,Jauh (>70 cm)
110.6,107.0,0.79,MULAI LELAH,Jauh (>70 cm)
109.2,107.0,0.78,MULAI LELAH,Jauh (>70 cm)
107.9,107.0,0.77,MULAI LELAH,Jauh (>70 cm)
106.7,107.0,0.76,MULAI LELAH,Jauh (>70 cm)
105.4,107.0,0.75,MULAI LELAH,Jauh (>70 cm)
104.3,107.0,0.74,MULAI LELAH,Jauh (>70 cm)
103.2,107.0,0.74,MULAI LELAH,Jauh (>70 cm)
102.1,107.0,0.73,MULAI LELAH,Jauh (>70 cm)
101.0,108.0,0.73,MULAI LELAH,Jauh (>70 cm)
100.1,108.0,0.72,MULAI LELAH,Jauh (>70 cm)
99.1,108.0,0.71,MULAI LELAH,Jauh (>70 cm)
98.3,108.0,0.71,MULAI LELAH,Jauh (>70 cm)
97.5,108.0,0.7,MULAI LELAH,Jauh (>70 cm)
96.8,108.0,0.7,MULAI LELAH,Jauh (>70 cm)
96.3,108.0,0.69,MULAI LELAH,Jauh (>70 cm)
95.8,108.0,0.69,MULAI LELAH,Jauh (>70 cm)
95.5,108.0,0.69,MULAI LELAH,Jauh (>70 cm)
95.5,108.0,0.69,MULAI LELAH,Jauh (>70 cm)
96.1,108.0,0.69,MULAI LELAH,Jauh (>70 cm)
96.6,108.0,0.7,MULAI LELAH,Jauh (>70 cm)
97.5,109.0,0.71,MULAI LELAH,Jauh (>70 cm)
99.1,109.0,0.72,MULAI LELAH,Jauh (>70 cm)
100.5,109.0,0.73,MULAI LELAH,Jauh (>70 cm)
102.2,109.0,0.74,MULAI LELAH,Jauh (>70 cm)
103.9,109.0,0.75,MULAI LELAH,Jauh (>70 cm)
105.4,109.0,0.77,MULAI LELAH,Jauh (>70 cm)
107.1,109.0,0.78,MULAI LELAH,Jauh (>70 cm)
109.1,109.0,0.79,MULAI LELAH,Jauh (>70 cm)
111.9,109.0,0.81,MULAI LELAH,Jauh (>70 cm)
114.5,109.0,0.83,MULAI LELAH,Jauh (>70 cm)
118.1,109.0,0.86,MULAI LELAH,Jauh (>70 cm)
121.6,109.0,0.88,MULAI LELAH,Jauh (>70 cm)
124.8,110.0,0.92,MULAI LELAH,Jauh (>70 cm)
127.9,110.0,0.94,MULAI LELAH,Jauh (>70 cm)
131.4,110.0,0.96,MULAI LELAH,Jauh (>70 cm)
134.6,110.0,0.99,MULAI LELAH,Jauh (>70 cm)
137.5,110.0,1.01,LELAH,Jauh (>70 cm)
140.0,110.0,1.03,LELAH,Jauh (>70 cm)
142.2,110.0,1.04,LELAH,Jauh (>70 cm)
144.2,110.0,1.06,LELAH,Jauh (>70 cm)
146.1,110.0,1.07,LELAH,Jauh (>70 cm)
148.2,110.0,1.09,LELAH,Jauh (>70 cm)
150.0,110.0,1.1,LELAH,Jauh (>70 cm)
152.5,110.0,1.12,LELAH,Jauh (>70 cm)
154.8,110.0,1.13,LELAH,Jauh (>70 cm)
157.5,111.0,1.17,LELAH,Jauh (>70 cm)
161.5,111.0,1.2,LELAH,Jauh (>70 cm)
165.2,111.0,1.22,LELAH,Jauh (>70 cm)
170.3,111.0,1.26,LELAH,Jauh (>70 cm)
177.4,111.0,1.31,LELAH,Jauh (>70 cm)
183.8,111.0,1.36,LELAH,Jauh (>70 cm)
192.6,111.0,1.43,LELAH,Jauh (>70 cm)
202.5,111.0,1.5,LELAH,Sedang (30–70 cm)
211.5,111.0,1.57,LELAH,Sedang (30–70 cm)
220.9,111.0,1.63,LELAH,Sedang (30–70 cm)
230.5,111.0,1.71,LELAH,Sedang (30–70 cm)
239.2,111.0,1.77,LELAH,Sedang (30–70 cm)
247.1,111.0,1.83,LELAH,Sedang (30–70 cm)
253.9,112.0,1.9,LELAH,Sedang (30–70 cm)
260.1,112.0,1.94,LELAH,Sedang (30–70 cm)
265.9,112.0,1.99,LELAH,Sedang (30–70 cm)
271.2,112.0,2.02,SANGAT LELAH,Sedang (30–70 cm)
276.2,112.0,2.06,SANGAT LELAH,Sedang (30–70 cm)
281.1,112.0,2.1,SANGAT LELAH,Sedang (30–70 cm)
285.6,112.0,2.13,SANGAT LELAH,Sedang (30–70 cm)
290.7,112.0,2.17,SANGAT LELAH,Sedang (30–70 cm)
298.8,112.0,2.23,SANGAT LELAH,Sedang (30–70 cm)
310.9,112.0,2.32,SANGAT LELAH,Sedang (30–70 cm)
322.0,112.0,2.4,SANGAT LELAH,Sedang (30–70 cm)
335.7,112.0,2.51,SANGAT LELAH,Sedang (30–70 cm)
352.7,113.0,2.66,SANGAT LELAH,Sedang (30–70 cm)
374.7,113.0,2.82,SANGAT LELAH,Sedang (30–70 cm)
394.8,113.0,2.97,SANGAT LELAH,Sedang (30–70 cm)
419.7,113.0,3.16,SANGAT LELAH,Sedang (30–70 cm)
448.8,113.0,3.38,SANGAT LELAH,Sedang (30–70 cm)
479.8,113.0,3.61,SANGAT LELAH,Sedang (30–70 cm)
511.2,113.0,3.85,SANGAT LELAH,Dekat (<30 cm)
540.0,113.0,4.07,SANGAT LELAH,Dekat (<30 cm)
569.1,113.0,4.29,SANGAT LELAH,Dekat (<30 cm)
599.1,113.0,4.51,SANGAT LELAH,Dekat (<30 cm)
626.6,113.0,4.72,SANGAT LELAH,Dekat (<30 cm)
655.3,113.0,4.94,SANGAT LELAH,Dekat (<30 cm)
680.5,114.0,5.17,SANGAT LELAH,Dekat (<30 cm)
704.7,114.0,5.36,SANGAT LELAH,Dekat (<30 cm)
726.9,114.0,5.52,SANGAT LELAH,Dekat (<30 cm)
746.6,114.0,5.67,SANGAT LELAH,Dekat (<30 cm)
759.7,114.0,5.77,SANGAT LELAH,Dekat (<30 cm)
771.7,114.0,5.87,SANGAT LELAH,Dekat (<30 cm)
777.4,114.0,5.91,SANGAT LELAH,Dekat (<30 cm)
777.9,114.0,5.91,SANGAT LELAH,Dekat (<30 cm)
771.0,114.0,5.86,SANGAT LELAH,Dekat (<30 cm)
764.7,114.0,5.81,SANGAT LELAH,Dekat (<30 cm)
752.0,114.0,5.72,SANGAT LELAH,Dekat (<30 cm)
734.6,114.0,5.58,SANGAT LELAH,Dekat (<30 cm)
713.8,115.0,5.47,SANGAT LELAH,Dekat (<30 cm)
694.7,115.0,5.33,SANGAT LELAH,Dekat (<30 cm)
673.5,115.0,5.16,SANGAT LELAH,Dekat (<30 cm)
652.0,115.0,5.0,SANGAT LELAH,Dekat (<30 cm)
632.2,115.0,4.85,SANGAT LELAH,Dekat (<30 cm)
611.5,115.0,4.69,SANGAT LELAH,Dekat (<30 cm)
590.2,115.0,4.52,SANGAT LELAH,Dekat (<30 cm)
568.6,115.0,4.36,SANGAT LELAH,Dekat (<30 cm)
548.7,115.0,4.21,SANGAT LELAH,Dekat (<30 cm)
528.7,115.0,4.05,SANGAT LELAH,Dekat (<30 cm)
509.3,115.0,3.9,SANGAT LELAH,Dekat (<30 cm)
491.4,115.0,3.77,SANGAT LELAH,Sedang (30–70 cm)
474.3,116.0,3.67,SANGAT LELAH,Sedang (30–70 cm)
457.3,116.0,3.54,SANGAT LELAH,Sedang (30–70 cm)
440.7,116.0,3.41,SANGAT LELAH,Sedang (30–70 cm)
424.5,116.0,3.28,SANGAT LELAH,Sedang (30–70 cm)
409.6,116.0,3.17,SANGAT LELAH,Sedang (30–70 cm)
395.0,116.0,3.05,SANGAT LELAH,Sedang (30–70 cm)
380.9,116.0,2.95,SANGAT LELAH,Sedang (30–70 cm)
367.2,116.0,2.84,SANGAT LELAH,Sedang (30–70 cm)
354.6,116.0,2.74,SANGAT LELAH,Sedang (30–70 cm)
342.9,116.0,2.65,SANGAT LELAH,Sedang (30–70 cm)
331.5,116.0,2.56,SANGAT LELAH,Sedang (30–70 cm)
320.6,117.0,2.5,SANGAT LELAH,Sedang (30–70 cm)
310.7,117.0,2.42,SANGAT LELAH,Sedang (30–70 cm)
301.1,117.0,2.35,SANGAT LELAH,Sedang (30–70 cm)
291.8,117.0,2.28,SANGAT LELAH,Sedang (30–70 cm)
282.8,117.0,2.21,SANGAT LELAH,Sedang (30–70 cm)
274.5,117.0,2.14,SANGAT LELAH,Sedang (30–70 cm)
266.5,117.0,2.08,SANGAT LELAH,Sedang (30–70 cm)
259.0,117.0,2.02,SANGAT LELAH,Sedang (30–70 cm)
251.8,117.0,1.96,LELAH,Sedang (30–70 cm)
245.2,117.0,1.91,LELAH,Sedang (30–70 cm)
238.5,117.0,1.86,LELAH,Sedang (30–70 cm)
232.1,117.0,1.81,LELAH,Sedang (30–70 cm)
226.1,118.0,1.78,LELAH,Sedang (30–70 cm)
220.6,118.0,1.74,LELAH,Sedang (30–70 cm)
215.8,118.0,1.7,LELAH,Sedang (30–70 cm)
211.5,118.0,1.66,LELAH,Sedang (30–70 cm)
207.6,118.0,1.63,LELAH,Sedang (30–70 cm)
204.0,118.0,1.6,LELAH,Sedang (30–70 cm)
200.5,118.0,1.58,LELAH,Sedang (30–70 cm)
197.0,118.0,1.55,LELAH,Jauh (>70 cm)
193.8,118.0,1.52,LELAH,Jauh (>70 cm)
190.7,118.0,1.5,LELAH,Jauh (>70 cm)
187.8,118.0,1.48,LELAH,Jauh (>70 cm)
185.3,118.0,1.46,LELAH,Jauh (>70 cm)
183.3,118.0,1.44,LELAH,Jauh (>70 cm)
181.4,119.0,1.44,LELAH,Jauh (>70 cm)
179.8,119.0,1.43,LELAH,Jauh (>70 cm)
177.9,119.0,1.41,LELAH,Jauh (>70 cm)
176.1,119.0,1.4,LELAH,Jauh (>70 cm)
174.0,119.0,1.38,LELAH,Jauh (>70 cm)
171.3,119.0,1.36,LELAH,Jauh (>70 cm)
168.8,119.0,1.34,LELAH,Jauh (>70 cm)
165.8,119.0,1.32,LELAH,Jauh (>70 cm)
162.4,119.0,1.29,LELAH,Jauh (>70 cm)
159.2,119.0,1.26,LELAH,Jauh (>70 cm)
156.0,119.0,1.24,LELAH,Jauh (>70 cm)
152.8,119.0,1.21,LELAH,Jauh (>70 cm)
149.9,119.0,1.19,LELAH,Jauh (>70 cm)
146.8,120.0,1.17,LELAH,Jauh (>70 cm)
143.7,120.0,1.15,LELAH,Jauh (>70 cm)
140.8,120.0,1.13,LELAH,Jauh (>70 cm)
138.0,120.0,1.1,LELAH,Jauh (>70 cm)
135.6,120.0,1.08,LELAH,Jauh (>70 cm)
133.4,120.0,1.07,LELAH,Jauh (>70 cm)
131.5,120.0,1.05,LELAH,Jauh (>70 cm)
130.4,120.0,1.04,LELAH,Jauh (>70 cm)
129.3,120.0,1.03,LELAH,Jauh (>70 cm)
128.5,120.0,1.03,LELAH,Jauh (>70 cm)
127.7,120.0,1.02,LELAH,Jauh (>70 cm)
127.0,120.0,1.02,LELAH,Jauh (>70 cm)
126.5,120.0,1.01,LELAH,Jauh (>70 cm)
125.9,121.0,1.02,LELAH,Jauh (>70 cm)
125.5,121.0,1.01,LELAH,Jauh (>70 cm)
125.2,121.0,1.01,LELAH,Jauh (>70 cm)
124.9,121.0,1.01,LELAH,Jauh (>70 cm)
124.7,121.0,1.01,LELAH,Jauh (>70 cm)
124.6,121.0,1.0,LELAH,Jauh (>70 cm)
124.5,121.0,1.0,LELAH,Jauh (>70 cm)
124.7,121.0,1.01,LELAH,Jauh (>70 cm)
125.1,121.0,1.01,LELAH,Jauh (>70 cm)
125.5,121.0,1.01,LELAH,Jauh (>70 cm)
126.2,121.0,1.02,LELAH,Jauh (>70 cm)
127.1,121.0,1.03,LELAH,Jauh (>70 cm)
127.9,121.0,1.03,LELAH,Jauh (>70 cm)
129.1,122.0,1.05,LELAH,Jauh (>70 cm)
130.7,122.0,1.06,LELAH,Jauh (>70 cm)
132.2,122.0,1.07,LELAH,Jauh (>70 cm)
134.2,122.0,1.09,LELAH,Jauh (>70 cm)
136.6,122.0,1.11,LELAH,Jauh (>70 cm)
138.8,122.0,1.13,LELAH,Jauh (>70 cm)
141.4,122.0,1.15,LELAH,Jauh (>70 cm)
144.1,122.0,1.17,LELAH,Jauh (>70 cm)
146.8,122.0,1.19,LELAH,Jauh (>70 cm)
